image,ground_truth,scut_head_pred,mdnn_pred,predicted,error,absolute_error,squared_error,percentage_error,counting_accuracy,density
bus_23.jpg,6,6.0,15.21,6.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_24.jpg,6,7.0,15.49,7.0,1.0,1.0,1.0,16.67,83.33,sparse
bus_25.jpg,7,9.0,24.38,9.0,2.0,2.0,4.0,28.57,71.43,sparse
bus_26.jpg,7,8.0,90.5,8.0,1.0,1.0,1.0,14.29,85.71,sparse
bus_27.jpg,7,13.0,102.89,13.0,6.0,6.0,36.0,85.71,14.29,sparse
bus_28.jpg,4,4.0,110.38,4.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_29.jpg,6,5.0,12.23,5.0,-1.0,1.0,1.0,16.67,83.33,sparse
bus_2_bus_2_mp4-0006_jpg.rf.23a9b932e6d582d0e13ea13ac25dce82.jpg,7,6.0,8.57,7.28,0.28,0.28,0.08,4.0,96.0,sparse
bus_2_bus_2_mp4-0009_jpg.rf.5bbd725d6de79aa3956235edb653c678.jpg,5,3.0,11.14,3.0,-2.0,2.0,4.0,40.0,60.0,sparse
bus_3.jpg,4,4.0,18.52,4.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_30.jpg,5,6.0,12.53,6.0,1.0,1.0,1.0,20.0,80.0,sparse
bus_3_bus_3_mp4-0001_jpg.rf.fde57c1ec8198902eb522053b4e1ee9e.jpg,8,6.0,16.41,6.0,-2.0,2.0,4.0,25.0,75.0,sparse
bus_3_bus_3_mp4-0002_jpg.rf.8f34643f445d5bb3c89a1f82e082c74f.jpg,8,8.0,13.77,8.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_3_bus_3_mp4-0003_jpg.rf.61512dff9d5c582976eec9be5ecb7c20.jpg,8,6.0,13.82,6.0,-2.0,2.0,4.0,25.0,75.0,sparse
bus_3_bus_3_mp4-0007_jpg.rf.0db2a5a0300fb40ee76ca0537cccd7c8.jpg,7,3.0,8.08,3.0,-4.0,4.0,16.0,57.14,42.86,sparse
bus_4.jpg,6,6.0,23.5,6.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_4_bus_4_mp4-0001_jpg.rf.fc1e3c0fbad7f019128ccab048a275c6.jpg,10,12.0,15.51,13.76,3.76,3.76,14.14,37.6,62.4,sparse
bus_4_bus_4_mp4-0002_jpg.rf.6fa752956f1441b0694d103118e1d4e3.jpg,10,7.0,21.02,7.0,-3.0,3.0,9.0,30.0,70.0,sparse
bus_4_bus_4_mp4-0003_jpg.rf.4a0a237e55be1283fe484318b2976ccc.jpg,12,7.0,20.0,7.0,-5.0,5.0,25.0,41.67,58.33,sparse
bus_4_bus_4_mp4-0004_jpg.rf.26fa8d691e35618146d207d0429cca1e.jpg,9,9.0,22.58,9.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_4_bus_4_mp4-0005_jpg.rf.cabc5f042da7317adc3b272271c1217a.jpg,11,7.0,18.34,7.0,-4.0,4.0,16.0,36.36,63.64,sparse
bus_4_bus_4_mp4-0006_jpg.rf.3b4965e2596ff042d09854b7ba12821c.jpg,11,9.0,15.91,9.0,-2.0,2.0,4.0,18.18,81.82,sparse
bus_4_bus_4_mp4-0007_jpg.rf.ba7205960c2ae19277b5f04921bf3563.jpg,13,11.0,18.07,11.0,-2.0,2.0,4.0,15.38,84.62,sparse
bus_4_bus_4_mp4-0008_jpg.rf.fa0fac77f26da80db1abcfd83ac4a0b9.jpg,9,7.0,18.31,7.0,-2.0,2.0,4.0,22.22,77.78,sparse
bus_5.jpg,5,5.0,15.57,5.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_5_bus_5_mp4-0001_jpg.rf.c6c0b8f95d6cf5b07556a5ea7d1426e3.jpg,13,9.0,26.76,9.0,-4.0,4.0,16.0,30.77,69.23,sparse
bus_5_bus_5_mp4-0002_jpg.rf.96326d69269b1fb68e8e85572f763b7f.jpg,11,12.0,27.46,12.0,1.0,1.0,1.0,9.09,90.91,sparse
bus_5_bus_5_mp4-0003_jpg.rf.cfcd3c728da6ad6e5b6b5c0f9b24ef1a.jpg,11,11.0,25.23,11.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_5_bus_5_mp4-0004_jpg.rf.8c07b5837fb33fab192ccb28ffbfdadc.jpg,11,13.0,30.38,13.0,2.0,2.0,4.0,18.18,81.82,sparse
bus_5_bus_5_mp4-0005_jpg.rf.cdd34f269b4a9ef9d0e3167e65ef7af2.jpg,11,12.0,28.22,12.0,1.0,1.0,1.0,9.09,90.91,sparse
bus_5_bus_5_mp4-0006_jpg.rf.191afe71d2ebd59a50699bd84e7e98d6.jpg,14,11.0,29.68,11.0,-3.0,3.0,9.0,21.43,78.57,sparse
bus_5_bus_5_mp4-0007_jpg.rf.1322d621a6a7779f616a17d9fbb96826.jpg,13,10.0,27.68,10.0,-3.0,3.0,9.0,23.08,76.92,sparse
bus_5_bus_5_mp4-0008_jpg.rf.5373a5d5ad7891c450a0ec3a45fe5d69.jpg,12,10.0,27.11,10.0,-2.0,2.0,4.0,16.67,83.33,sparse
bus_5_bus_5_mp4-0010_jpg.rf.f9b0734e81383e8ec9e29aed0d417202.jpg,11,8.0,28.38,8.0,-3.0,3.0,9.0,27.27,72.73,sparse
bus_5_bus_5_mp4-0011_jpg.rf.5472fbc5985ad5c17a2ea1fb49ef2c24.jpg,10,7.0,26.75,7.0,-3.0,3.0,9.0,30.0,70.0,sparse
bus_6.jpg,4,4.0,16.23,4.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_6_bus_6_mp4-0002_jpg.rf.46b9db1185965686ec297ac906f2c779.jpg,8,4.0,17.05,4.0,-4.0,4.0,16.0,50.0,50.0,sparse
bus_6_bus_6_mp4-0005_jpg.rf.79c6b3a0718371cc54b74f21e6133732.jpg,9,3.0,15.32,3.0,-6.0,6.0,36.0,66.67,33.33,sparse
bus_7.jpg,8,9.0,17.72,9.0,1.0,1.0,1.0,12.5,87.5,sparse
bus_7_bus_7_mp4-0001_jpg.rf.8193db547a628e08ce9503e12afed4f8.jpg,4,3.0,9.16,3.0,-1.0,1.0,1.0,25.0,75.0,sparse
bus_7_bus_7_mp4-0002_jpg.rf.7c8c880334b9fc0007199dd1ed0e9207.jpg,4,6.0,13.3,6.0,2.0,2.0,4.0,50.0,50.0,sparse
bus_7_bus_7_mp4-0003_jpg.rf.3471ccfc683fc90d412f1de045f79052.jpg,4,4.0,10.18,4.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_7_bus_7_mp4-0005_jpg.rf.036a6b493cef627ed10d33bce224416f.jpg,6,9.0,9.56,9.28,3.28,3.28,10.76,54.67,45.33,sparse
bus_7_bus_7_mp4-0009_jpg.rf.dccbb7c4b78af5b6a199f3fee0e833d2.jpg,4,4.0,10.7,4.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_8.jpg,6,4.0,2.63,3.31,-2.69,2.69,7.24,44.83,55.17,sparse
bus_8_bus_8_mp4-0001_jpg.rf.ff3d911ddac0ee14064ffa026e7cbddf.jpg,7,7.0,13.22,7.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_8_bus_8_mp4-0002_jpg.rf.2d93c5f6006d60c303c8c269015f5844.jpg,7,8.0,12.11,8.0,1.0,1.0,1.0,14.29,85.71,sparse
bus_8_bus_8_mp4-0003_jpg.rf.12b391fe19dbeda49032448982cfcd0f.jpg,7,6.0,11.37,6.0,-1.0,1.0,1.0,14.29,85.71,sparse
bus_8_bus_8_mp4-0008_jpg.rf.dc1fbff08aadcff236cbc6c6c6b693f1.jpg,5,8.0,9.93,8.96,3.96,3.96,15.68,79.2,20.8,sparse
bus_8_bus_8_mp4-0009_jpg.rf.1633a9e9377c7d1d64fb85cec839ace6.jpg,9,4.0,12.67,4.0,-5.0,5.0,25.0,55.56,44.44,sparse
bus_8_bus_8_mp4-0010_jpg.rf.3ef1b4724ee27c75c4e75f08f2cf4a62.jpg,5,5.0,13.57,5.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_9.jpg,7,5.0,31.23,5.0,-2.0,2.0,4.0,28.57,71.43,sparse
bus_9_bus_9_mp4-0001_jpg.rf.2cbfad0c573f7863b170b9433e05849b.jpg,2,3.0,7.76,3.0,1.0,1.0,1.0,50.0,50.0,sparse
bus_9_bus_9_mp4-0002_jpg.rf.cda41b92b9be0906b76dbb3dbd1558bc.jpg,4,3.0,4.26,3.63,-0.37,0.37,0.14,9.25,90.75,sparse
bus_9_bus_9_mp4-0003_jpg.rf.272b892c804a03f0d7e39db709a7f054.jpg,3,3.0,8.26,3.0,0.0,0.0,0.0,0.0,100.0,sparse
bus_9_bus_9_mp4-0004_jpg.rf.ca8c236abdcd52efaa2bca0467012f99.jpg,3,0.0,6.7,6.7,3.7,3.7,13.69,123.33,0.0,sparse
bus_9_bus_9_mp4-0005_jpg.rf.3ab642f38a9bfd8ef6443da3af1d4086.jpg,3,3.0,5.32,3.0,0.0,0.0,0.0,0.0,100.0,sparse
IMG_1.jpg,23,23.0,26.34,24.67,1.67,1.67,2.79,7.26,92.74,sparse
IMG_101.jpg,37,34.0,37.67,35.83,-1.17,1.17,1.37,3.16,96.84,dense
IMG_102.jpg,27,26.0,20.07,23.04,-3.96,3.96,15.68,14.67,85.33,sparse
IMG_103.jpg,43,42.0,39.46,40.73,-2.27,2.27,5.15,5.28,94.72,dense
IMG_104.jpg,31,33.0,31.86,32.43,1.43,1.43,2.04,4.61,95.39,dense
IMG_110.jpg,31,32.0,37.11,34.55,3.55,3.55,12.6,11.45,88.55,dense
IMG_111.jpg,20,19.0,19.32,19.16,-0.84,0.84,0.71,4.2,95.8,sparse
IMG_113.jpg,48,48.0,52.55,50.27,2.27,2.27,5.15,4.73,95.27,dense
IMG_117.jpg,40,33.0,38.1,35.55,-4.45,4.45,19.8,11.13,88.88,dense
IMG_118.jpg,59,57.0,56.29,56.65,-2.35,2.35,5.52,3.98,96.02,dense
IMG_120.jpg,28,31.0,25.35,28.17,0.17,0.17,0.03,0.61,99.39,sparse
IMG_121.jpg,42,28.0,51.19,28.0,-14.0,14.0,196.0,33.33,66.67,sparse
IMG_122.jpg,43,33.0,60.24,33.0,-10.0,10.0,100.0,23.26,76.74,dense
IMG_123.jpg,55,52.0,59.03,55.51,0.51,0.51,0.26,0.93,99.07,dense
IMG_125.jpg,28,29.0,24.4,26.7,-1.3,1.3,1.69,4.64,95.36,sparse
IMG_126.jpg,56,46.0,42.91,44.46,-11.54,11.54,133.17,20.61,79.39,dense
IMG_127.jpg,53,39.0,31.0,35.0,-18.0,18.0,324.0,33.96,66.04,dense
IMG_128.jpg,41,39.0,26.66,32.83,-8.17,8.17,66.75,19.93,80.07,dense
IMG_13.jpg,48,39.0,79.87,39.0,-9.0,9.0,81.0,18.75,81.25,dense
IMG_130.jpg,50,43.0,49.22,46.11,-3.89,3.89,15.13,7.78,92.22,dense
IMG_135.jpg,42,37.0,33.18,35.09,-6.91,6.91,47.75,16.45,83.55,dense
IMG_139.jpg,58,53.0,67.71,60.36,2.36,2.36,5.57,4.07,95.93,dense
IMG_14.jpg,50,52.0,44.59,48.3,-1.7,1.7,2.89,3.4,96.6,dense
IMG_141.jpg,35,35.0,30.72,32.86,-2.14,2.14,4.58,6.11,93.89,dense
IMG_142.jpg,24,24.0,20.06,22.03,-1.97,1.97,3.88,8.21,91.79,sparse
IMG_143.jpg,30,33.0,26.81,29.9,-0.1,0.1,0.01,0.33,99.67,sparse
IMG_144.jpg,26,25.0,25.04,25.02,-0.98,0.98,0.96,3.77,96.23,sparse
IMG_15.jpg,57,29.0,37.38,33.19,-23.81,23.81,566.92,41.77,58.23,dense
IMG_151.jpg,47,47.0,58.99,53.0,6.0,6.0,36.0,12.77,87.23,dense
IMG_152.jpg,40,34.0,25.32,29.66,-10.34,10.34,106.92,25.85,74.15,sparse
IMG_153.jpg,27,25.0,30.52,27.76,0.76,0.76,0.58,2.81,97.19,sparse
IMG_156.jpg,43,45.0,28.9,36.95,-6.05,6.05,36.6,14.07,85.93,dense
IMG_157.jpg,33,27.0,-2.89,27.0,-6.0,6.0,36.0,18.18,81.82,sparse
IMG_158.jpg,12,11.0,12.5,11.75,-0.25,0.25,0.06,2.08,97.92,sparse
IMG_16.jpg,42,42.0,43.81,42.91,0.91,0.91,0.83,2.17,97.83,dense
IMG_161.jpg,49,42.0,41.83,41.91,-7.09,7.09,50.27,14.47,85.53,dense
IMG_162.jpg,54,56.0,45.49,50.74,-3.26,3.26,10.63,6.04,93.96,dense
IMG_165.jpg,27,25.0,29.73,27.37,0.37,0.37,0.14,1.37,98.63,sparse
IMG_168.jpg,57,45.0,43.35,44.18,-12.82,12.82,164.35,22.49,77.51,dense
IMG_17.jpg,49,43.0,41.69,42.34,-6.66,6.66,44.36,13.59,86.41,dense
IMG_171.jpg,15,17.0,11.67,14.33,-0.67,0.67,0.45,4.47,95.53,sparse
IMG_172.jpg,11,10.0,16.69,10.0,-1.0,1.0,1.0,9.09,90.91,sparse
IMG_173.jpg,42,40.0,41.62,40.81,-1.19,1.19,1.42,2.83,97.17,dense
IMG_175.jpg,45,44.0,52.18,48.09,3.09,3.09,9.55,6.87,93.13,dense
IMG_177.jpg,20,23.0,20.91,21.96,1.96,1.96,3.84,9.8,90.2,sparse
IMG_178.jpg,41,42.0,25.25,33.62,-7.38,7.38,54.46,18.0,82.0,dense
IMG_179.jpg,45,40.0,45.51,42.76,-2.24,2.24,5.02,4.98,95.02,dense
IMG_181.jpg,60,37.0,47.3,42.15,-17.85,17.85,318.62,29.75,70.25,dense
IMG_188.jpg,56,54.0,51.57,52.78,-3.22,3.22,10.37,5.75,94.25,dense
IMG_189.jpg,40,40.0,32.18,36.09,-3.91,3.91,15.29,9.77,90.23,dense
IMG_19.jpg,43,44.0,39.83,41.92,-1.08,1.08,1.17,2.51,97.49,dense
IMG_192.jpg,58,48.0,64.34,56.17,-1.83,1.83,3.35,3.16,96.84,dense
IMG_195.jpg,29,28.0,27.74,27.87,-1.13,1.13,1.28,3.9,96.1,sparse
IMG_196.jpg,33,33.0,26.52,29.76,-3.24,3.24,10.5,9.82,90.18,sparse
IMG_198.jpg,9,9.0,14.02,9.0,0.0,0.0,0.0,0.0,100.0,sparse
IMG_2.jpg,52,52.0,44.64,48.32,-3.68,3.68,13.54,7.08,92.92,dense
IMG_20.jpg,15,14.0,18.01,16.0,1.0,1.0,1.0,6.67,93.33,sparse
IMG_200.jpg,48,46.0,50.28,48.14,0.14,0.14,0.02,0.29,99.71,dense
IMG_201.jpg,30,26.0,26.41,26.2,-3.8,3.8,14.44,12.67,87.33,sparse
IMG_205.jpg,57,46.0,28.73,37.37,-19.63,19.63,385.34,34.44,65.56,dense
IMG_206.jpg,46,44.0,56.95,50.47,4.47,4.47,19.98,9.72,90.28,dense
IMG_210.jpg,33,29.0,27.44,28.22,-4.78,4.78,22.85,14.48,85.52,sparse
IMG_211.jpg,33,33.0,29.38,31.19,-1.81,1.81,3.28,5.48,94.52,dense
IMG_213.jpg,36,32.0,34.09,33.04,-2.96,2.96,8.76,8.22,91.78,dense
IMG_215.jpg,52,47.0,46.1,46.55,-5.45,5.45,29.7,10.48,89.52,dense
IMG_219.jpg,50,37.0,64.05,37.0,-13.0,13.0,169.0,26.0,74.0,dense
IMG_22.jpg,50,44.0,46.1,45.05,-4.95,4.95,24.5,9.9,90.1,dense
IMG_220.jpg,38,38.0,30.86,34.43,-3.57,3.57,12.74,9.39,90.61,dense
IMG_232.jpg,38,34.0,11.98,34.0,-4.0,4.0,16.0,10.53,89.47,dense
IMG_233.jpg,23,17.0,29.9,17.0,-6.0,6.0,36.0,26.09,73.91,sparse
IMG_234.jpg,54,44.0,55.2,49.6,-4.4,4.4,19.36,8.15,91.85,dense
IMG_235.jpg,28,31.0,33.61,32.3,4.3,4.3,18.49,15.36,84.64,dense
IMG_236.jpg,37,33.0,28.0,30.5,-6.5,6.5,42.25,17.57,82.43,dense
IMG_238.jpg,20,18.0,18.46,18.23,-1.77,1.77,3.13,8.85,91.15,sparse
IMG_242.jpg,49,47.0,30.06,38.53,-10.47,10.47,109.62,21.37,78.63,dense
IMG_244.jpg,25,24.0,35.98,29.99,4.99,4.99,24.9,19.96,80.04,sparse
IMG_248.jpg,53,46.0,55.64,50.82,-2.18,2.18,4.75,4.11,95.89,dense
IMG_249.jpg,60,52.0,51.0,51.5,-8.5,8.5,72.25,14.17,85.83,dense
IMG_250.jpg,24,25.0,17.13,21.07,-2.93,2.93,8.58,12.21,87.79,sparse
IMG_252.jpg,31,26.0,25.58,25.79,-5.21,5.21,27.14,16.81,83.19,sparse
IMG_253.jpg,45,50.0,51.23,50.61,5.61,5.61,31.47,12.47,87.53,dense
IMG_255.jpg,12,8.0,10.28,9.14,-2.86,2.86,8.18,23.83,76.17,sparse
IMG_256.jpg,39,26.0,35.76,30.88,-8.12,8.12,65.93,20.82,79.18,dense
IMG_258.jpg,55,45.0,41.23,43.11,-11.89,11.89,141.37,21.62,78.38,dense
IMG_26.jpg,38,33.0,38.76,35.88,-2.12,2.12,4.49,5.58,94.42,dense
IMG_260.jpg,53,45.0,28.65,36.83,-16.17,16.17,261.47,30.51,69.49,dense
IMG_261.jpg,35,33.0,29.18,31.09,-3.91,3.91,15.29,11.17,88.83,dense
IMG_262.jpg,47,46.0,29.26,37.63,-9.37,9.37,87.8,19.94,80.06,dense
IMG_264.jpg,29,19.0,20.95,19.98,-9.02,9.02,81.36,31.1,68.9,sparse
IMG_265.jpg,32,30.0,31.02,30.51,-1.49,1.49,2.22,4.66,95.34,dense
IMG_266.jpg,59,59.0,66.72,62.86,3.86,3.86,14.9,6.54,93.46,dense
IMG_268.jpg,34,33.0,37.75,35.37,1.37,1.37,1.88,4.03,95.97,dense
IMG_270.jpg,55,53.0,39.31,46.15,-8.85,8.85,78.32,16.09,83.91,dense
IMG_271.jpg,54,45.0,67.47,56.24,2.24,2.24,5.02,4.15,95.85,dense
IMG_272.jpg,49,51.0,12.62,51.0,2.0,2.0,4.0,4.08,95.92,dense
IMG_276.jpg,26,24.0,14.99,19.5,-6.5,6.5,42.25,25.0,75.0,sparse
IMG_277.jpg,26,23.0,23.67,23.34,-2.66,2.66,7.08,10.23,89.77,sparse
IMG_278.jpg,30,33.0,25.52,29.26,-0.74,0.74,0.55,2.47,97.53,sparse
IMG_282.jpg,24,22.0,39.04,22.0,-2.0,2.0,4.0,8.33,91.67,sparse
IMG_284.jpg,38,26.0,40.07,26.0,-12.0,12.0,144.0,31.58,68.42,sparse
IMG_285.jpg,26,21.0,19.49,20.24,-5.76,5.76,33.18,22.15,77.85,sparse
IMG_288.jpg,16,18.0,20.12,19.06,3.06,3.06,9.36,19.12,80.88,sparse
IMG_289.jpg,45,37.0,39.02,38.01,-6.99,6.99,48.86,15.53,84.47,dense
IMG_292.jpg,33,35.0,34.76,34.88,1.88,1.88,3.53,5.7,94.3,dense
IMG_293.jpg,23,18.0,8.33,18.0,-5.0,5.0,25.0,21.74,78.26,sparse
IMG_294.jpg,47,42.0,32.3,37.15,-9.85,9.85,97.02,20.96,79.04,dense
IMG_296.jpg,28,24.0,28.19,26.1,-1.9,1.9,3.61,6.79,93.21,sparse
IMG_298.jpg,47,31.0,32.37,31.68,-15.32,15.32,234.7,32.6,67.4,dense
IMG_299.jpg,59,57.0,44.7,50.85,-8.15,8.15,66.42,13.81,86.19,dense
IMG_3.jpg,29,26.0,22.52,24.26,-4.74,4.74,22.47,16.34,83.66,sparse
IMG_30.jpg,51,41.0,38.09,39.54,-11.46,11.46,131.33,22.47,77.53,dense
IMG_301.jpg,33,34.0,22.91,28.46,-4.54,4.54,20.61,13.76,86.24,sparse
IMG_308.jpg,47,46.0,48.23,47.12,0.12,0.12,0.01,0.26,99.74,dense
IMG_309.jpg,54,55.0,63.44,59.22,5.22,5.22,27.25,9.67,90.33,dense
IMG_310.jpg,58,59.0,57.36,58.18,0.18,0.18,0.03,0.31,99.69,dense
IMG_311.jpg,60,48.0,48.87,48.44,-11.56,11.56,133.63,19.27,80.73,dense
IMG_312.jpg,51,47.0,37.86,42.43,-8.57,8.57,73.44,16.8,83.2,dense
IMG_313.jpg,41,43.0,44.14,43.57,2.57,2.57,6.6,6.27,93.73,dense
IMG_314.jpg,26,25.0,17.31,21.15,-4.85,4.85,23.52,18.65,81.35,sparse
IMG_315.jpg,54,41.0,49.46,45.23,-8.77,8.77,76.91,16.24,83.76,dense
IMG_316.jpg,35,36.0,38.47,37.24,2.24,2.24,5.02,6.4,93.6,dense
IMG_319.jpg,55,53.0,49.19,51.1,-3.9,3.9,15.21,7.09,92.91,dense
IMG_32.jpg,56,51.0,53.35,52.17,-3.83,3.83,14.67,6.84,93.16,dense
IMG_322.jpg,55,46.0,54.4,50.2,-4.8,4.8,23.04,8.73,91.27,dense
IMG_323.jpg,54,50.0,34.58,42.29,-11.71,11.71,137.12,21.69,78.31,dense
IMG_325.jpg,55,55.0,52.4,53.7,-1.3,1.3,1.69,2.36,97.64,dense
IMG_326.jpg,35,34.0,35.94,34.97,-0.03,0.03,0.0,0.09,99.91,dense
IMG_328.jpg,27,19.0,12.96,15.98,-11.02,11.02,121.44,40.81,59.19,sparse
IMG_332.jpg,15,17.0,10.81,13.9,-1.1,1.1,1.21,7.33,92.67,sparse
IMG_333.jpg,33,29.0,21.29,25.14,-7.86,7.86,61.78,23.82,76.18,sparse
IMG_335.jpg,23,23.0,32.66,27.83,4.83,4.83,23.33,21.0,79.0,sparse
IMG_339.jpg,35,31.0,34.99,32.99,-2.01,2.01,4.04,5.74,94.26,dense
IMG_34.jpg,41,39.0,49.78,44.39,3.39,3.39,11.49,8.27,91.73,dense
IMG_347.jpg,32,31.0,17.96,24.48,-7.52,7.52,56.55,23.5,76.5,sparse
IMG_35.jpg,21,22.0,39.25,22.0,1.0,1.0,1.0,4.76,95.24,sparse
IMG_350.jpg,28,28.0,20.98,24.49,-3.51,3.51,12.32,12.54,87.46,sparse
IMG_355.jpg,19,18.0,14.95,16.47,-2.53,2.53,6.4,13.32,86.68,sparse
IMG_359.jpg,49,50.0,42.37,46.19,-2.81,2.81,7.9,5.73,94.27,dense
